adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/fDZ2DCKW2D7J0ABNr9EICdD2H1s.jpg,"[12, 16, 10751, 10749]",10530,en,Pocahontas,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",55.17,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,1995-06-14,Pocahontas,False,6.927,5461
False,/y3w1fdR3QfYy22ryvhRl6YyHohs.jpg,"[9648, 53, 28]",207932,en,Inferno,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",33.64,/dtMJQzCxw2AY6tfcxhzlFpiD3BM.jpg,2016-10-13,Inferno,False,6.062,6040
False,/f133nWlU6yUkZqqwcCXCbTEJWHr.jpg,"[12, 28]",87,en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",55.407,/om61eim8XwLfh6QXzh2r0Q4blBz.jpg,1984-05-23,Indiana Jones and the Temple of Doom,False,7.295,8849
False,/nZdxOFMF02TMpfNs0EP8eI02sWy.jpg,"[27, 80]",41439,en,Saw 3D,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",42.91,/oY7ZLUftMCTku7lQVrKdLS4skuv.jpg,2010-10-22,Saw 3D,False,5.999,2857
False,/wPDCwzKobhaHuYsARU3mzsfZ1nE.jpg,"[18, 80, 53]",790519,it,Una femmina,"Rosa is a young rebel girl who lives with her grandmother and her uncle in a remote part of Calabria, in Southernmost Italy. Her mother's untimely death when Rosa was a child casts a gloomy shadow on her present life.",43.921,/roTBjInRUJXSboCXSBjpbEjCRzo.jpg,2022-02-17,Una Femmina: The Code of Silence,False,5.9,33
False,/jGyIsNQBQ17G92ZxuTErrMl6W1e.jpg,"[27, 28, 14]",22894,en,Legion,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",42.901,/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg,2010-01-21,Legion,False,5.832,2479
False,/vBnXMNsQA4DMWli2GR5oiAse7Qk.jpg,"[28, 18, 53]",9798,en,Enemy of the State,"When the videotape of the murder of a congressman unknowingly ends up in the hands of labor lawyer and dedicated family man Robert Clayton Dean, he is framed for the murder. With the help of the mysterious Brill, Dean attempts to throw the NSA off his trail and prove his innocence.",45.146,/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,1998-11-20,Enemy of the State,False,7.031,3631
False,/3EmwUuGBp44hTzZGJqpzyiAmAVT.jpg,"[14, 10749, 35]",593910,en,Cinderella,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",39.411,/clDFqATL4zcE7LzUwkrVj3zHvk7.jpg,2021-09-03,Cinderella,False,6.406,1310
False,/ifnRFDSlMdLFs9Xjem6WewM68GD.jpg,"[12, 18, 37]",581,en,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",45.638,/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg,1990-03-30,Dances with Wolves,False,7.847,4003
False,/aC3dRzwAz7LJvQpqCm07JiKIGSO.jpg,"[10749, 27]",6114,en,Bram Stoker's Dracula,"In the 19th century, Dracula travels to London and meets Mina, a young woman who appears as the reincarnation of his lost love.",51.881,/scFDS0U5uYAjcVTyjNc7GmcZw1q.jpg,1992-11-13,Bram Stoker's Dracula,False,7.458,4833
False,/jwtsNew0oMC11Nns3QrFzKKAONc.jpg,"[28, 80, 35, 53]",619803,ko,범죄도시 2,"The 'Beast Cop' Ma Seok-do heads to a foreign country to extradite a suspect, but soon after his arrival, he discovers additional murder cases and hears about a vicious killer who has been committing crimes against tourists for several years.",50.156,/tqHXCshqysM6DPnXeFIR74fNdKw.jpg,2022-05-18,The Roundup,False,7.151,222
False,/yFuKvT4Vm3sKHdFY4eG6I4ldAnn.jpg,"[28, 12, 878]",1771,en,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",56.778,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,2011-07-22,Captain America: The First Avenger,False,7.0,20785
False,/vG6JxKspnlub1Ue3xhktOtE5FVJ.jpg,"[35, 18]",87428,en,That's My Boy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",47.129,/oVCsANNQyw1AjRhQ9edFBM8HVCq.jpg,2012-06-14,That's My Boy,False,5.796,1832
False,/yFuKvT4Vm3sKHdFY4eG6I4ldAnn.jpg,"[28, 12, 878]",1771,en,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",56.778,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,2011-07-22,Captain America: The First Avenger,False,7.0,20785
False,/vG6JxKspnlub1Ue3xhktOtE5FVJ.jpg,"[35, 18]",87428,en,That's My Boy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",47.129,/oVCsANNQyw1AjRhQ9edFBM8HVCq.jpg,2012-06-14,That's My Boy,False,5.796,1832
False,/qAsxETj5fhZkW00KOzhHB6XQkaJ.jpg,"[35, 10751, 14]",23023,en,Tooth Fairy,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",44.623,/cRZvw3bPomtucIUtMHZ3qPIYtYs.jpg,2010-01-14,Tooth Fairy,False,5.47,1896
False,/aan0KdhVgJfAwUJ3n2HDFOWcxZ2.jpg,[35],252838,en,The Wedding Ringer,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake best man Jimmy.",67.375,/nh9VKA4LEPKkoCljnDNHtSIhKbF.jpg,2015-01-16,The Wedding Ringer,False,6.474,1523
False,/ePjfWqxwkWpQ2JVGaatAqDFfGk6.jpg,"[28, 53]",560016,en,Monkey Man,"Kid, an anonymous young man who ekes out a meager living in an underground fight club where, night after night, wearing a gorilla mask, he is beaten bloody by more popular fighters for cash. After years of suppressed rage, Kid discovers a way to infiltrate the enclave of the city’s sinister elite. As his childhood trauma boils over, his mysteriously scarred hands unleash an explosive campaign of retribution to settle the score with the men who took everything from him.",55.789,/b4fn3VIdVTT3SX0rFMNFbl5xuvg.jpg,2024-04-03,Monkey Man,False,0.0,0
False,/uHEI6v8ApQusjbaRZ8o7WcLYeWb.jpg,"[27, 878, 53, 9648]",531309,en,Brightburn,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",57.123,/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg,2019-05-09,Brightburn,False,6.125,2964
False,/7KsqfXDECZMryX1Rv4RKsT7SIjQ.jpg,"[28, 35]",390043,en,The Hitman's Bodyguard,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",69.37,/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,2017-08-16,The Hitman's Bodyguard,False,6.892,5919
False,/m4F1KRK5jAoQHi2mKDFE2jFKEIb.jpg,"[28, 12, 878]",188927,en,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",48.369,/yOnd3XQIg7JBmu0UuBjZyLdsxQD.jpg,2016-07-07,Star Trek Beyond,False,6.785,6397
False,/6v9ehMfuVpSDOHE5BbSxyMSFHCI.jpg,[],359241,it,Stringimi forte i polsi,A beautiful nun seeks advice from her doctor but little did she know he was about to show her a thing or two.,37.106,/o2QejFFkbS2mUqP0oc2nC2F3Adf.jpg,1999-12-21,Hold My Wrists Tight,False,0.0,0
False,/4jnDdvXt9GAzePbUBMpGQ3gQtAg.jpg,"[18, 10749]",387824,ko,엄마친구,"Seong Soo, a twenty years old boy, decided to move to Seoul after being accepted into Seoul University. However, he was a victim of real estate scam. He then moves into his mother's friend's house. Moreover, it turns out that his mother's friend is a sexy self-employed mother and Seong Soo is attracted to her.",46.936,/eLEqhVjleFUgxYWtgIgZ0gHdi3o.jpg,2015-08-20,Mom's Friend,False,6.2,11
False,/xXWT0je8dTFFNBq6P2CeTZkPUu2.jpg,"[12, 28, 53, 9648]",2059,en,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",38.1,/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,2004-11-19,National Treasure,False,6.631,6055
False,/uk9YSV4GT4iZ9FS5tOJCOmub8GQ.jpg,[18],476968,en,"Paul, Apostle of Christ","Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",61.357,/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg,2018-03-23,"Paul, Apostle of Christ",False,7.5,324
False,/laeEtakR2pLKu3CeRwB2lU5Y53X.jpg,"[16, 10751, 12]",10567,en,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,51.599,/rSje3FS7ycJSglowlngjsvDt7vO.jpg,2000-05-19,Dinosaur,False,6.526,2380
False,/d9cfPuZzai6d4ZaKNnicEUgXVjS.jpg,"[18, 36, 80]",644495,en,House of Gucci,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",46.866,/oJCQjD2byiVF1EG408F9dBn9ndU.jpg,2021-11-24,House of Gucci,False,6.614,2948
False,,[99],645488,en,Aquaman: Heroines of Atlantis,Amber Heard and Nicole Kidman discuss their characters Mera and Atlanna.,51.919,/pa7m8nqDrEi7hAGB5vTnCkGLPC2.jpg,2019-03-26,Aquaman: Heroines of Atlantis,False,6.125,44
False,/2J283YNxKhxAqHeVegUJ5mzLfGb.jpg,"[9648, 18, 80]",392044,en,Murder on the Orient Express,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,47.847,/kc2gJjebceoFgOQbukzPzP8SXVZ.jpg,2017-11-03,Murder on the Orient Express,False,6.712,9575
False,/3dhuShnYmB0UOQrn8v8gT9DBf0T.jpg,"[12, 16, 35, 10751]",332210,en,Storks,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",42.094,/ylXKcKrEHSQEYLntBvYxGBI7Ld3.jpg,2016-09-22,Storks,False,6.64,2241
False,/mx2jS5Kaa5rmaldEFzKeKpDN9Q2.jpg,"[12, 36, 10752]",947,en,Lawrence of Arabia,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",45.834,/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg,1962-12-11,Lawrence of Arabia,False,8.0,2813
False,/3Q8RLOraAukMbXtUHmi9Hr7f5J6.jpg,[35],10607,en,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",43.832,/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,1996-01-12,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,False,6.984,1220
False,/1Vw0R4QvYMD3UmJIoBzbtKo59bk.jpg,"[10749, 18]",351523,ko,동창회의 목적,"Dongchul, who is managing a small bar, is always enthusiastic about his school reunions. One day, Yujin, who has never showed up to a reunion, shows up at his bar. Her baby face and vitality make her unlike other married women and all the men fall for her, especially Dongchul. They start a relationship but it abruptly flames out due to the sudden arrival of Dongchul’s wife. As they get to know each other's secrets, will their love be allowed to grow?",46.591,/AjlwGaT6tDs2fBIgFaepYiDhL6A.jpg,2015-08-06,Purpose of Reunion,False,5.235,17
False,/6B2tOYhaIpv3kPKBkvdebX624Gw.jpg,"[16, 35, 10751, 37, 12]",44896,en,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",48.041,/vGujQOfGIaZx5UWxf9JdNEOxl7B.jpg,2011-03-02,Rango,False,6.837,6184
False,/7PoWlbQg7ZxgwofFRrkytvpLvJD.jpg,"[878, 28, 53]",169,en,Predator 2,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,51.533,/83X4VwY9sdSJykskmsplIVG0a4h.jpg,1990-11-21,Predator 2,False,6.275,3062
False,/rdOIqwR7P7fvTpC6LILSmQxEg6O.jpg,"[53, 28, 18]",763285,en,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",53.051,/kuxjMVuc3VTD7p42TZpJNsSrM1V.jpg,2022-03-16,Ambulance,False,6.664,1920
False,/figlwUsXXFehX3IebdjqNLV6vWk.jpg,"[28, 12, 53]",628900,en,The Contractor,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",43.051,/rJPGPZ5soaG27MK90oKpioSiJE2.jpg,2022-03-10,The Contractor,False,6.369,827
False,/pE1WR83KMP1wMzmqOLMUKUq8M6V.jpg,"[28, 12, 80]",1637,en,Speed,"Jack Traven, an LAPD cop on SWAT detail, and veteran SWAT officer Harry Temple thwart an extortionist-bomber's scheme for a $3 million ransom. As they corner the bomber, he flees and detonates a bomb vest, seemingly killing himself. Weeks later, Jack witnesses a mass transit city bus explode and nearby a pay phone rings. On the phone is that same bomber looking for vengeance and the money he's owed. He gives a personal challenge to Jack: a bomb is rigged on another city bus - if it slows down below 50 mph, it will explode - bad enough any day, but a nightmare in LA traffic. And that's just the beginning...",44.273,/82PkCE4R95KhHICUDF7G4Ly2z3l.jpg,1994-06-09,Speed,False,7.13,5837
False,/ciM5RFsBoWEj0tbwJy42Hr76iRd.jpg,"[10751, 12, 16, 35, 14]",10501,en,The Road to El Dorado,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",56.767,/yrx9uj1hnGKicNuMtiiAAo2alON.jpg,2000-03-31,The Road to El Dorado,False,7.256,3575
False,/nanfgFeCgV08ZkYEwcDuFO1UxDn.jpg,"[18, 10752, 28]",792,en,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",53.514,/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg,1986-12-19,Platoon,False,7.745,4291
False,/hC9QftCUwQxgOoYrO6TwQ3Qr3HH.jpg,"[35, 10749]",10591,en,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",55.264,/el8RGlODqenqIs6Mcbyaog6DnXe.jpg,2004-04-09,The Girl Next Door,False,6.712,3324
False,/v6bGT2CgGGs2oClMHMXUs1mgFY6.jpg,[18],372519,pt,Os Dez Mandamentos: O Filme,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,75.267,/yctfYDrHAPcJP54D2BCH9R5GTY2.jpg,2016-01-28,The Ten Commandments: The Movie,False,7.2,303
False,/gHtCBCQrzT6MvCylcvgFWPMZ1E2.jpg,"[35, 10751, 10749]",9880,en,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",53.513,/wA4lgl8gmoICSShviCkEB61nIBB.jpg,2001-08-03,The Princess Diaries,False,6.949,4725
False,/dxyUN2kMhr0gMBKQpE79Z4sWAp5.jpg,"[14, 28, 53, 27]",346672,en,Underworld: Blood Wars,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",48.016,/v1ciDCWMG47gdT4kMyjyQbnLQQn.jpg,2016-11-24,Underworld: Blood Wars,False,5.854,3502
False,/eZ8eK0moqUo6Vwq08OK1POfyUF5.jpg,"[35, 18]",595148,en,Irresistible,"A Democratic political consultant helps a retired Marine colonel run for mayor in a small, conservative Wisconsin town.",39.266,/hUpYDriYa5YkwwxeafUsowTweBg.jpg,2020-07-01,Irresistible,False,6.091,403
False,/zb86Am9s1OU6anjemv1WZJ0vD3E.jpg,"[28, 16, 14]",66105,ja,聖闘士星矢 真紅の少年伝説,"Athena receives the visit of Phoebus Abel, her older brother and God of the Corona. He informs her that he has come to destroy humanity as punishment for their corruption, just as it was done in ancient times. He dismisses Seiya and the Bronze Saints, as she will now be guarded by Abel's three Corona Saints, Atlas of Carina, Jaow of Lynx and Berenike of Coma Berenices, and the five resurrected Gold Saints who died in the Sanctuary battle: Saga of Gemini, Deathmask of Cancer, Shura of Capricorn, Camus of Aquarius and Aphrodite of Pisces. When Athena rebels against Abel's plan, he attacks her, sending her soul to Elysion, the final resting place from which there is no return. The Bronze Saints immediately rush to the Sanctuary to save her and ultimately overcome Abel.",41.251,/qDqk23o8qOljUetnCkQCQk7kElk.jpg,1988-07-23,Saint Seiya: Legend of Crimson Youth,False,7.611,185
False,/44Nxgb2yGPfopdD2k7yZXpiZPYJ.jpg,"[14, 12, 28]",11253,en,Hellboy II: The Golden Army,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation.",46.748,/fGQAO4RgUzspO7L4u5KXirIn34s.jpg,2008-07-11,Hellboy II: The Golden Army,False,6.757,4938
False,/9GeuSS66C0xcX1En4uKYgxWCGrS.jpg,"[18, 35, 80]",9291,en,The Longest Yard,"Disgraced pro football quarterback Paul Crewe lands in a Texas federal penitentiary, where manipulative Warden Hazen recruits him to advise the institution's football team of prison guards. Crewe suggests a tune-up game which lands him quarterbacking a crew of inmates in a game against the guards. Aided by incarcerated ex-NFL coach and player Nate Scarborough, Crewe and his team must overcome not only the bloodthirstiness of the opposition, but also the corrupt warden trying to fix the game against them.",46.246,/nbKcVBcxF96ARW2oKHqDYAcLdu.jpg,2005-05-27,The Longest Yard,False,6.648,3207
False,/iXlHfi9hq7nfSv31pBab8fpMfZh.jpg,"[35, 10751, 14]",10830,en,Matilda,An extraordinarily intelligent young girl from a cruel and uncaring family discovers she possesses telekinetic powers and is sent off to a school headed by a tyrannical principal.,59.485,/wYoDpWInsBEVSmWStnRH06ddoyk.jpg,1996-08-02,Matilda,False,7.155,4202
False,/lojne3fQGObwbqIG998JmV9dhZ2.jpg,"[16, 10751]",574089,en,Loop,"A non-verbal, autistic girl and a chatty boy are partnered on a canoeing trip. To complete their journey across an urban lake, they must both learn how the other experiences the world.",44.744,/pUA0cnrZnm8IRx1NMcr9FiOsAI7.jpg,2019-01-10,Loop,False,6.73,176
False,/sPzjFWvrcabcn1SoAZJm2WuCcBD.jpg,"[35, 80]",9336,en,Police Academy,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",45.48,/m5a1U549gokC1kxsqgQoRb6XpFg.jpg,1984-03-22,Police Academy,False,6.671,2514
False,/dxmp5eHarPlNyeRyuzD6oMWqTjs.jpg,"[16, 10751]",77950,en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,36.729,/aE3A98CfBWVReurJqpOBFbzIwMf.jpg,2013-07-11,Turbo,False,6.192,3166
False,/2hHkKgw9DW0pX0NLO4l8ds41p5M.jpg,"[53, 80, 27]",43947,en,I Spit on Your Grave,"Jennifer is a writer working on a new novel and, needing to get out of the city to finish it, hires a riverside apartment in upstate New York to finish her book—attracting the attention of a number of rowdy male locals.",52.975,/4VZ9eqel8Fsp54KMnesr3xIc67N.jpg,2010-06-17,I Spit on Your Grave,False,6.502,2144
False,/sPzjFWvrcabcn1SoAZJm2WuCcBD.jpg,"[35, 80]",9336,en,Police Academy,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",45.48,/m5a1U549gokC1kxsqgQoRb6XpFg.jpg,1984-03-22,Police Academy,False,6.671,2514
False,/dxmp5eHarPlNyeRyuzD6oMWqTjs.jpg,"[16, 10751]",77950,en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,36.729,/aE3A98CfBWVReurJqpOBFbzIwMf.jpg,2013-07-11,Turbo,False,6.192,3166
False,/2hHkKgw9DW0pX0NLO4l8ds41p5M.jpg,"[53, 80, 27]",43947,en,I Spit on Your Grave,"Jennifer is a writer working on a new novel and, needing to get out of the city to finish it, hires a riverside apartment in upstate New York to finish her book—attracting the attention of a number of rowdy male locals.",52.975,/4VZ9eqel8Fsp54KMnesr3xIc67N.jpg,2010-06-17,I Spit on Your Grave,False,6.502,2144
False,/xBSwwkAYl9h8QVG2OxNpSaSgJwr.jpg,"[10749, 18]",43949,en,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",42.47,/6zDYFigohwncqFL00MKbFV01dWb.jpg,2010-08-06,Flipped,False,7.998,2810
False,/mtiV9I1OswrwfMT2yWa3HRDgQXP.jpg,"[16, 18, 10751]",779047,en,Us Again,"In a vibrant city pulsating with rhythm and movement, an elderly man and his young-at-heart wife rekindle their youthful passion for life and each other on one magical night.",56.73,/zKnenwvQB6xA4mxc8zxL2S8qVbR.jpg,2021-03-05,Us Again,False,7.8,298
False,/zlg0d4pnq1xDOU4cQxqGG8bX5l0.jpg,"[12, 18, 36, 53, 10752]",5925,en,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",38.965,/gBH4H8UMFxl139HaLz6lRuvsel8.jpg,1963-07-03,The Great Escape,False,7.944,2394
False,/qW703anWHFXulRTKWOckAg9i70K.jpg,"[35, 10749]",8273,en,American Wedding,"With high school a distant memory, Jim and Michelle are getting married — and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle — prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",47.465,/pCO3lJv2PzPkJty29APxCVSjyoE.jpg,2003-08-01,American Wedding,False,6.2,3909
False,/5z75Q6nqgwgYfpMB9fVHQcw9gMz.jpg,"[18, 12]",86834,en,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,59.218,/trtD17IqSWV9Nbn4OILztc9GuCX.jpg,2014-03-07,Noah,False,5.661,6005
False,/747dgDfL5d8esobk7h4odaOFhUq.jpg,"[80, 18, 53]",275,en,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",46.712,/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,1996-03-08,Fargo,False,7.863,7658
False,/7xQk3HdCvkNmk3gblDGn9fVnbsT.jpg,"[12, 16, 35, 10751]",11619,en,Flushed Away,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",48.71,/78czzq4yOr3yN2znedu0kWyv2Um.jpg,2006-10-22,Flushed Away,False,6.276,3617
False,/lcR8o5Fqm5WfqWkldyV2ZPSqdp8.jpg,"[53, 27]",280002,en,The Remaining,"When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.",54.46,/z0HOfkCxd3QhEUfC3tR0s6U4ajp.jpg,2014-08-25,The Remaining,False,6.009,394
False,/kIdVR0sZEEbuxNv3xjs5TKNOptS.jpg,[35],4256,en,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",47.957,/vb7C7sdFdtkSdZCM0rn8ddXBX4I.jpg,2003-10-24,Scary Movie 3,False,5.974,3895
